21090,9011,573,94.021,88
21100,6783,2584,72.414,74
21130,4016,709,84.995,79
21670,818,295,73.495,69
21680,525,337,60.905,86
21690,18616,2753,87.117,86
21980,1863,335,84.759,78
22000,4321,272,94.078,90
22100,4633,367,92.66,72
22120,1875,120,93.985,78
22180,2319,249,90.304,73
22200,2219,391,85.019,77
22230,2930,276,91.391,74
22300,12126,3330,78.455,91
22320,15393,757,95.313,89
22330,27666,1281,95.575,94
22340,1676,752,69.028,76
22350,4203,2604,61.745,70
22370,23741,6497,78.514,91
22490,46753,2153,95.598,84
22600,3218,520,86.089,79
22610,1016,376,72.989,64
22650,581,264,68.757,63
22670,313,120,72.286,64
23310,3051,703,81.273,66
23450,437,161,73.077,72
23490,1457,195,88.196,79
24010,13834,6789,67.08,
24200,12849,3328,79.428,72
24240,34709,2521,93.229,76
24400,356,146,70.916,
24420,1144,148,88.545,82
24720,3757,566,86.907,70
24740,11164,1673,86.967,87
24780,4826,1258,79.323,
24790,4228,455,90.284,85
24800,2643,528,83.349,64
24810,2289,111,95.375,77
24840,3014,773,79.588,78
24870,1834,574,76.163,83
24960,28665,4633,86.086,87
24980,13937,833,94.36,94
25000,4683,1473,76.072,
25800,1426,291,83.052,83
25890,3940,1145,77.483,77
25900,1916,194,90.806,79
25980,500,220,69.444,72
26500,729,97,88.257,73
26800,7557,468,94.168,90
26900,794,127,86.211,79
28000,3995,2569,60.862,66
29180,976,128,88.406,80
29800,3236,848,79.236,
31170,442,55,88.934,79
31270,1906,256,88.159,70
31280,7540,989,88.404,71
31290,1949,261,88.19,74
32360,3353,157,95.527,86
32370,20306,2086,90.684,
32380,1115,362,75.491,91
32390,476,253,65.295,
32400,1946,238,89.103,
32420,268,347,43.577,46
32430,4307,1887,69.535,65
32440,11824,464,96.224,77
32460,1647,87,94.983,87
32470,21547,610,97.247,
32500,2840,1989,58.811,59
32510,3356,243,93.248,76
32800,6721,1742,79.416,66
33100,1770,123,93.502,
33110,257,126,67.102,
33120,1589,128,92.545,
33210,351,42,89.313,82
33230,26279,3539,88.131,86
33320,843,387,68.537,75
33460,1589,814,66.126,76
33520,548,72,88.387,
33900,1762,347,83.547,77
33930,19347,1610,92.318,73
34010,3539,861,80.432,72
34030,14141,1257,91.837,81
34270,6118,1081,84.984,
34600,360,127,73.922,69
34830,3249,2499,56.524,55
34870,10453,3694,73.888,52
34900,11168,3042,78.593,
35000,2768,363,88.406,74
35130,3276,312,91.304,82
35140,31501,1245,96.198,91
35450,31623,2527,92.6,76
35460,701,241,74.416,68
35480,686,215,76.138,
35700,11870,522,95.788,80
35720,18687,842,95.688,84
37400,538,127,80.902,84
38410,7906,491,94.153,86
38420,1242,310,80.026,82
38700,1758,243,87.856,80
38740,1837,156,92.173,74
39000,10695,1187,90.01,
39120,7562,2540,74.856,84
39140,17660,1322,93.036,
39150,6677,833,88.908,
39190,2063,541,79.224,86
39200,1288,483,72.727,80
39210,28232,3908,87.841,83
9310,1080,113,90.528,
39500,5496,1128,82.971,63
39510,6911,642,91.5,79
39540,1260,237,84.168,74
39650,483,221,68.608,61
39660,145,63,69.712,63
39680,2676,580,82.187,56
39690,1096,943,53.752,63
39800,2270,299,88.361,
40100,8148,1164,87.5,77
40300,5486,724,88.341,77
40390,3785,1005,79.019,69
40400,1218,241,83.482,80
40700,8229,378,95.608,85
40800,27203,1455,94.923,87
40950,5761,303,95.003,81
40960,2358,359,86.787,
40970,9946,277,97.29,78
40980,1018,199,83.648,
40990,4424,441,90.935,88
41000,5456,349,93.988,68
41060,1187,46,96.269,85
41070,20038,2567,88.644,72
41100,1187,531,69.092,
41300,1657,142,92.107,79
41500,4827,424,91.925,83
41700,16804,587,96.625,80
41900,787,244,76.334,70
42120,1518,585,72.183,70
42170,449,353,55.985,52
42500,248,164,60.194,
42670,3644,287,92.699,76
42700,21957,2400,90.147,81
42910,23882,2813,89.462,74
42960,10225,938,91.597,75
42990,378,485,43.801,65
43000,573,362,61.283,63
44350,22502,4464,83.446,80
44360,461,170,73.059,83
45200,19,3,86.364,
45700,1759,160,91.662,78
45740,3743,1143,76.607,78
45760,9862,1228,88.927,
45770,1850,485,79.229,66
46500,3035,362,89.344,82
46510,1283,208,86.05,80
47400,1179,2702,30.379,
47410,5430,2926,64.983,75
47700,510,2340,17.895,64
47780,13834,963,93.492,87
47790,4584,1816,71.625,72
47800,715,295,70.792,77
47810,12744,1187,91.479,91
47870,15575,3377,82.181,86
47890,20180,3428,85.479,86
48000,36298,2472,93.624,88
48190,11043,1339,89.186,88
48220,3488,3672,48.715,77
48240,6531,4281,60.405,83
48700,124217,2910,97.711,78
48720,9375,1346,87.445,68
48950,423,69,85.976,76
49520,228697,15879,93.508,89
49540,5271,3859,57.733,45
49600,6611,345,95.04,70
50130,43097,2262,95.013,77
50300,40621,3131,92.844,76
50620,9948,1174,89.444,83
55040,1579,191,89.209,75
55100,6548,4384,59.898,70
55110,2992,1115,72.851,75
55140,2256,407,84.716,
55150,14427,1258,91.98,74
55230,58237,2388,96.061,84
57300,25592,1440,94.673,85
57650,271,333,44.868,65
57690,10166,929,91.627,78
57740,932,392,70.393,62
57900,5545,2691,67.326,54
58520,761,251,75.198,73
58610,2156,616,77.778,81
61700,1691,265,86.452,76
63000,757,178,80.963,
63200,823,231,78.083,82
63380,21278,2864,88.137,66
63500,681,184,78.728,
63700,650,158,80.446,
63710,3226,517,86.188,
63910,798,73,91.619,78
63940,554,314,63.825,68
64000,3548,477,88.149,77
65540,6556,733,89.944,81
65560,256,260,49.612,43
65600,365,375,49.324,
65730,391,301,56.503,70
65740,439,532,45.211,60
65780,715,246,74.402,
65790,3615,953,79.137,
65800,13297,1029,92.817,81
65930,7574,3273,69.826,66
65980,11532,8599,57.285,81
67370,14889,1448,91.137,77
70000,12402,2423,83.656,53
70100,610,321,65.521,
70120,170,322,34.553,
70600,3460,464,88.175,66
38400,10959,820,93.038,89
70620,462,102,81.915,
70660,174,208,45.55,
71230,2031,371,84.555,
71340,13056,999,92.892,77
72000,771,128,85.762,78
72200,2360,539,81.407,83
72850,282679,15565,94.781,94
73010,725,215,77.128,70
73020,879,296,74.809,
73170,1437,175,89.144,81
78000,4084,176,95.869,82
91200,3504,517,87.143,80
91330,472,312,60.204,55
91600,2748,323,89.482,70
91700,5393,1029,83.977,
92000,1320,873,60.192,64
92100,1107,677,62.052,
92800,4094,354,92.041,84
93200,918,185,83.228,79
94200,2081,121,94.505,81
94400,6158,772,88.86,81
95300,781,234,76.946,80
95400,4213,320,92.941,83
96000,4886,692,87.594,63
96200,196,123,61.442,55
96800,178,124,58.94,54
97000,1702,175,90.677,72
97100,764,234,76.553,77
97330,1047,154,87.177,77
98200,2064,446,82.231,85
98300,1147,123,90.315,71
98400,3550,746,82.635,73
98800,4409,273,94.169,79
98900,164,100,62.121,
99300,2025,346,85.407,76
99700,801,106,88.313,78
99900,18104,3456,83.97,64
99910,1265,306,80.522,
102500,10945,1423,88.495,81
102600,6142,214,96.633,83
102840,2187,487,81.788,72
104200,4023,709,85.017,
104900,21907,7320,74.955,
105000,1204,394,75.344,72
105450,25934,2693,90.593,81
105600,705140,14925,97.927,83
107100,32055,1415,95.772,86
107200,2556,241,91.384,74
107300,1076,204,84.063,
107310,2999,251,92.277,78
107410,171169,18351,90.317,74
107800,1558,136,91.972,81
108200,3205,380,89.4,
108210,299,171,63.617,
108500,594,77,88.525,81
108600,32723,3786,89.63,
108710,30529,2966,91.145,83
108800,9569,1769,84.398,
109600,24244,6912,77.815,74
110800,20115,3316,85.848,83
111600,590,106,84.77,
111800,570,163,77.763,72
111900,311,1053,22.801,56
113020,7562,766,90.802,83
113200,47789,2186,95.626,84
113400,22364,12730,63.726,
113420,3974,3101,56.17,71
115100,3050,229,93.016,
115110,1388,162,89.548,80
115120,726,136,84.223,75
115320,7805,2702,74.284,76
115800,4203,718,85.409,88
200010,1478,262,84.943,77
200170,5545,895,86.102,73
200210,32275,5888,84.571,82
200260,36304,1650,95.653,91
200390,194,190,50.521,67
200510,43801,2540,94.519,89
200710,36015,2459,93.609,88
200900,5975,384,93.961,83
201210,450,174,72.115,
201420,750,134,84.842,
201480,362,351,50.771,64
201570,1443,460,75.828,
201790,15486,888,94.577,83
201810,36145,3764,90.569,81
201830,1208,628,65.795,54
201870,8787,1512,85.319,80
202170,15500,910,94.455,80
202750,4336,1794,70.734,73
202970,30450,5160,85.51,74
203140,31226,3058,91.08,79
203160,180856,6958,96.295,86
203290,7695,2072,78.786,
203630,2000,320,86.207,71
203680,1123,319,77.878,62
203750,5309,928,85.121,68
203770,56651,6311,89.976,82
203830,1619,256,86.347,75
204030,5677,469,92.369,83
204060,1854,537,77.541,83
204100,30494,5519,84.675,87
204120,1445,182,88.814,80
204180,1781,359,83.224,81
204240,3286,437,88.262,74
204300,22052,3898,84.979,78
94590,748,117,86.474,63
96100,7477,1209,86.081,
204340,7647,929,89.167,74
204360,75044,3040,96.107,
204450,15902,783,95.307,79
204530,2341,153,93.865,75
204630,2007,268,88.22,
204880,12047,908,92.991,82
205020,1026,136,88.296,70
205190,1074,101,91.404,78
205230,2908,487,85.655,64
205650,2073,513,80.162,73
205710,1070,291,78.619,
205730,610,91,87.019,76
205910,3615,323,91.798,75
205950,4958,736,87.074,
206190,11391,303,97.409,83
206210,9803,1811,84.407,
206420,63081,6300,90.92,86
206440,51925,1899,96.472,81
206480,3221,1353,70.42,
206500,8233,1541,84.234,
206610,237,324,42.246,
206690,460,94,83.032,
207080,1611,129,92.586,
207140,27678,1823,93.821,84
207150,212,345,38.061,74
207170,5055,316,94.117,82
207230,5670,2097,73.001,
207350,2303,132,94.579,76
207420,591,247,70.525,81
207490,2289,150,93.85,86
207570,302,73,80.533,
207610,51824,1682,96.856,82
207650,396,307,56.33,65
207690,4390,173,96.209,82
208090,34968,5373,86.681,72
208140,6837,1681,80.265,77
208200,6095,1026,85.592,
208480,10247,3449,74.817,80
208500,2465,240,91.128,80
208520,1312,703,65.112,
208580,15735,1182,93.013,85
208650,55380,13809,80.042,
208670,1594,395,80.141,63
208730,1545,617,71.462,58
208750,2710,290,90.333,78
209000,28399,4283,86.895,74
209080,13247,1383,90.547,64
209100,1719,1582,52.075,48
209160,16193,10783,60.027,68
209190,857,106,88.993,80
209540,1246,360,77.584,66
209650,14253,8528,62.565,78
209670,3995,1602,71.378,44
209730,331,349,48.676,
209790,497,61,89.068,70
209830,1054,166,86.393,81
209870,12403,4093,75.188,75
210770,12248,1345,90.105,77
210970,10037,1726,85.327,87
211160,981,1091,47.346,
211360,466,96,82.918,79
211400,9403,2471,79.19,78
211420,68359,6348,91.503,85
211440,1005,160,86.266,
211500,9765,4295,69.452,
211600,2396,206,92.083,92
211740,1230,78,94.037,87
211820,139076,10359,93.068,81
212010,1269,430,74.691,
212070,10068,3268,75.495,75
212390,961,357,72.914,
212480,12666,779,94.206,
212500,10348,2432,80.97,86
212630,2685,1342,66.675,71
212680,56272,2304,96.067,84
212740,4443,1223,78.415,77
212800,5891,734,88.921,
213030,469,83,84.964,
213330,1995,190,91.304,81
213610,8921,1405,86.394,
213650,1371,244,84.892,
213670,44697,1123,97.549,
213850,3716,783,82.596,
214150,105,120,46.667,83
214170,2129,278,88.45,81
214250,1541,761,66.942,66
214340,8738,1137,88.486,74
214360,1220,449,73.098,59
214490,40342,3090,92.885,81
214510,7053,847,89.278,80
214550,542,131,80.535,
214560,15135,467,97.007,91
214730,4498,239,94.955,68
214770,5154,375,93.218,88
214790,967,165,85.424,
214830,1201,190,86.341,75
214870,2653,787,77.122,64
214950,51219,13687,78.913,76
214970,1169,204,85.142,80
215080,5987,1815,76.737,76
215100,1287,400,76.289,79
215120,307,138,68.989,
215160,1630,154,91.368,82
215280,5369,2555,67.756,76
215470,4519,1334,77.208,67
215510,2375,623,79.219,74
215530,6953,1392,83.319,72
215670,1100,533,67.361,69
215690,865,270,76.211,
215790,306,461,39.896,61
215830,3102,998,75.659,
215870,162,222,42.188,
215930,822,270,75.275,
216890,1282,302,80.934,
216910,1050,387,73.069,69
217200,5934,343,94.536,
217750,1317,606,68.487,
217920,2012,942,68.111,52
218060,2713,229,92.216,85
218230,49838,10717,82.302,84
218410,3004,126,95.974,
218510,715,255,73.711,
218620,440033,59901,88.018,79
218640,6858,1642,80.682,59
218680,8622,653,92.96,75
218740,2023,376,84.327,63
218820,1625,672,70.744,76
219150,59870,1608,97.384,85
219340,601,219,73.293,67
219640,54476,11586,82.462,79
219680,1930,669,74.259,80
219700,450,253,64.011,
219740,83804,2797,96.77,79
219780,2888,564,83.662,
219830,3931,754,83.906,81
219890,14019,701,95.238,82
219910,2146,240,89.941,75
219950,961,165,85.346,
219990,59263,4312,93.217,83
220160,1519,440,77.54,85
220200,83772,5131,94.229,88
220240,63370,7053,89.985,88
220260,4310,391,91.683,
220440,19044,1260,93.794,85
220660,615,780,44.086,61
220700,3776,219,94.518,
220740,1883,175,91.497,78
220780,7980,492,94.193,77
220820,2702,552,83.036,
220860,3089,597,83.804,76
221040,23881,5937,80.089,69
221100,177039,86333,67.22,
221260,7916,510,93.947,68
221380,84319,3926,95.551,68
221540,2056,388,84.124,81
221640,21696,689,96.922,88
221680,15188,1261,92.334,
221810,2031,306,86.906,68
221910,36235,3088,92.147,88
222160,291,164,63.956,
222480,7310,1248,85.417,77
222520,651,350,65.035,
222730,4132,1141,78.361,75
674020,11476,7151,61.609,
222750,3553,464,88.449,80
222880,110872,10206,91.571,74
222940,6689,719,90.294,
222980,2049,317,86.602,
223100,7974,5733,58.175,54
223470,53612,2430,95.664,59
223710,28426,4640,85.967,
223750,12730,2616,82.953,
223830,3168,420,88.294,77
224260,54651,6341,89.604,
224300,633,96,86.831,70
224460,4497,472,90.501,62
224480,7635,558,93.189,69
224500,2630,756,77.673,
224540,12155,6624,64.727,
224600,9634,2983,76.357,64
224760,11880,985,92.344,91
224860,273,584,31.855,47
224900,595,416,58.853,
224920,1138,430,72.577,
224940,439,196,69.134,77
224960,2648,494,84.278,
224980,690,104,86.902,
225000,378,124,75.299,
225020,559,392,58.78,
225080,35017,1933,94.769,90
225160,2313,226,91.099,
225260,14663,1067,93.217,80
225280,1013,183,84.699,
225300,1297,193,87.047,
225320,796,154,83.789,
225420,1301,981,57.011,72
225540,67940,17057,79.932,74
225600,3149,1618,66.058,72
225640,1782,630,73.881,
225840,18907,1473,92.772,
226120,360,207,63.492,79
226580,1833,389,82.493,61
226700,10714,14894,41.838,
226720,1878,1123,62.579,
226740,903,251,78.25,
226840,8333,2098,79.887,80
226860,7307,2209,76.786,81
227080,2488,175,93.428,70
227100,3557,482,88.066,62
227180,1813,881,67.298,
227200,969,125,88.574,79
227220,1582,226,87.5,79
227300,402991,10111,97.552,79
227480,1725,741,69.951,58
227780,2323,227,91.098,
214420,6381,2210,74.275,
227860,4257,2754,60.719,
227940,88465,42283,67.661,
228200,8880,554,94.128,93
228280,8496,865,90.76,78
228300,10921,2178,83.373,65
228360,1769,137,92.812,77
228380,20894,3545,85.494,81
228400,2905,2097,58.077,77
229480,1025,218,82.462,
230050,5496,722,88.389,
230190,5308,887,85.682,
230230,10619,952,91.773,87
230270,2178,121,94.737,90
230290,12590,579,95.603,
230410,379823,38983,90.692,69
230820,2222,244,90.105,75
230980,283,194,59.329,83
231040,852,251,77.244,75
231060,1754,1195,59.478,
231140,848,645,56.798,
231160,6321,345,94.824,87
231200,2322,535,81.274,81
231430,59466,16683,78.092,80
231740,2483,481,83.772,
232010,4718,1072,81.485,
232050,1636,773,67.912,74
232090,88649,12202,87.901,75
232430,12588,3809,76.77,86
232450,772,409,65.368,
232750,1711,590,74.359,59
232770,3387,635,84.212,56
232790,5888,1171,83.411,73
232810,1784,5211,25.504,
232890,7655,3640,67.773,
232910,5029,654,88.492,77
233130,20848,1609,92.835,73
233150,3597,347,91.202,80
233270,11624,1423,89.093,81
233290,11436,2029,84.931,59
233370,581,188,75.553,74
233450,50279,4966,91.011,83
233470,4651,949,83.054,61
233610,5545,432,92.772,74
233720,12161,2584,82.475,71
233740,2389,308,88.58,
233840,2113,609,77.627,73
233860,40244,2322,94.545,75
233980,6514,535,92.41,68
234080,4822,1165,80.541,
234140,51443,4920,91.271,73
234190,3149,794,79.863,
234270,3395,250,93.141,78
234330,2705,1184,69.555,
234390,2311,396,85.371,78
234630,10044,2867,77.794,83
234650,10462,1355,88.533,76
234670,9716,1057,90.188,80
234710,5444,861,86.344,75
234940,1083,351,75.523,
241560,10166,4664,68.55,71
235210,2509,495,83.522,78
235250,1317,175,88.271,
235320,1394,85,94.253,61
235340,2137,1608,57.063,65
235400,665,599,52.611,
235460,19492,1403,93.285,83
235540,14757,3719,79.871,79
235600,12326,2356,83.953,
235720,347,109,76.096,75
235800,4425,994,81.657,76
236090,16146,715,95.759,
236110,13891,4299,76.366,
236370,4448,3257,57.729,
236390,172007,42353,80.242,81
236430,33475,4076,89.145,91
236450,6532,308,95.497,
236510,2238,3321,40.259,34
236690,5193,1486,77.751,76
236730,635,154,80.482,77
236850,77923,11037,87.593,87
236870,27758,6056,82.09,
237110,15084,1537,90.753,81
237310,6082,1931,75.902,
237630,4621,692,86.975,66
237850,3289,666,83.161,71
237870,4094,2351,63.522,
237930,25837,1465,94.634,83
237950,252,149,62.843,71
237990,11868,1417,89.334,80
238010,19546,1677,92.098,91
238050,243,26,90.335,
238070,1261,82,93.894,
238090,16969,3894,81.335,
238210,5356,323,94.312,92
238240,955,1745,35.37,
238260,2527,942,72.845,
238280,1146,413,73.509,62
238320,67049,2670,96.17,80
238370,7803,1743,81.741,
238430,9978,3951,71.635,62
238460,58958,1656,97.268,85
238750,1850,879,67.79,70
238910,710,239,74.816,71
238960,146381,10801,93.128,86
239030,40160,1367,96.708,85
239070,5461,613,89.908,72
239120,1900,423,81.791,68
239140,221974,11653,95.012,87
239160,14104,5142,73.283,70
239200,5805,2688,68.35,72
239250,3076,592,83.86,58
252610,5147,372,93.26,
239350,12838,1058,92.386,90
239430,1375,264,83.893,
239820,33816,1653,95.34,68
240320,3213,1705,65.331,
240440,658,62,91.389,81
240720,28152,6010,82.407,
240760,6489,1387,82.39,87
241240,1025,96,91.436,
241260,4211,421,90.911,
241540,14972,2744,84.511,79
241600,15799,1092,93.535,85
241910,1612,204,88.767,80
241930,62446,5342,92.12,84
242050,40154,4824,89.275,
242570,1370,575,70.437,58
242640,6127,1264,82.898,71
242680,13688,542,96.191,89
242700,13432,2259,85.603,79
242720,6941,3548,66.174,
242760,246250,13791,94.697,83
242860,28936,4952,85.387,70
242880,2873,817,77.859,63
242920,31815,3472,90.161,73
243040,711,82,89.66,86
243120,2872,639,81.8,
243200,1694,195,89.677,79
243470,21472,8449,71.762,77
243780,747,205,78.466,72
243800,2944,466,86.334,73
243930,2154,1032,67.608,56
243950,1504,512,74.603,
243970,4384,378,92.062,82
244050,1046,883,54.225,77
244070,452,218,67.463,
244090,228,135,62.81,
244160,8018,1082,88.11,86
244210,39443,4030,90.73,85
244450,24823,2748,90.033,68
244710,2915,512,85.06,69
244770,1999,830,70.661,
244850,89515,11837,88.321,
244930,7984,4121,65.956,
245050,122,134,47.656,
245170,20497,1277,94.135,83
245280,4660,827,84.928,70
245390,1095,142,88.521,
245470,5268,1784,74.702,70
245490,1358,624,68.517,80
245620,9863,2750,78.197,75
246070,434,365,54.318,73
246420,7464,250,96.759,
246580,2589,387,86.996,
246620,36430,2184,94.344,
246840,1733,114,93.828,80
246900,11626,879,92.971,
247000,4950,1463,77.187,51
247020,4776,258,94.875,
247080,19091,761,96.167,87
247240,1823,423,81.167,76
247430,1505,250,85.755,
247660,2319,1082,68.186,59
247730,7210,10221,41.363,57
247950,1052,3041,25.702,57
248390,10023,1363,88.029,
248550,919,114,88.964,69
248570,12807,1644,88.624,
248610,8042,441,94.801,83
248650,829,249,76.902,
248820,25560,1707,93.74,77
248860,3848,413,90.307,77
249050,9293,1265,88.019,79
249130,12501,830,93.774,78
249230,3505,1282,73.219,65
249590,1815,316,85.171,77
249630,2144,310,87.368,
249650,1991,1217,62.064,68
249870,1552,325,82.685,68
249990,1954,672,74.41,
250050,2081,78,96.387,
250180,6087,687,89.858,
250260,5068,421,92.33,75
250320,24791,585,97.695,85
250340,3996,1497,72.747,
250400,13635,2871,82.606,60
250420,2697,1856,59.236,
250460,987,312,75.982,
250520,3273,494,86.886,72
250600,19915,1682,92.212,
250620,4942,739,86.992,66
250760,12812,470,96.461,85
250900,134572,2670,98.055,
251060,12184,1491,89.097,78
251130,3266,237,93.234,75
251150,5189,409,92.694,85
251170,2674,1080,71.231,
251410,99,127,43.805,
251470,2552,139,94.835,87
251530,510,132,79.439,
251570,141006,21867,86.574,
251730,2686,257,91.267,
251870,2652,401,86.865,
251950,1352,1633,45.293,73
251990,6134,321,95.027,67
252030,2105,376,84.845,83
252110,2701,172,94.013,80
252130,2147,209,91.129,83
252150,29885,820,97.329,
252330,5493,718,88.44,65
252410,4742,346,93.2,76
252470,2047,533,79.341,
252490,514596,83104,86.096,69
252530,5861,1188,83.147,
252630,1727,234,88.067,77
252670,2429,295,89.17,75
252870,3091,271,91.939,
252950,461806,56115,89.165,86
253030,5703,370,93.907,79
253230,35658,686,98.112,79
253250,7621,2397,76.073,
253430,6394,1953,76.602,
253710,17522,16445,51.585,
253860,268,146,64.734,
253900,3115,613,83.557,
253980,4605,1219,79.069,71
254060,672,373,64.306,
